"code_state","code_muni","name_muni","date","precip_mm"
17,1718659,"Rio da Conceição",2025-06-22,0
17,1718709,"Rio dos Bois",2025-06-22,0.290693640708923
17,1718758,"Rio Sono",2025-06-22,0
17,1718808,"Sampaio",2025-06-22,0.504376947879791
17,1718840,"Sandolândia",2025-06-22,0
17,1718865,"Santa Fé do Araguaia",2025-06-22,1.2827285528183
17,1718881,"Santa Maria do Tocantins",2025-06-22,0.15517158806324
17,1718899,"Santa Rita do Tocantins",2025-06-22,0
17,1718907,"Santa Rosa do Tocantins",2025-06-22,0
17,1719004,"Santa Tereza do Tocantins",2025-06-22,0
17,1720002,"Santa Terezinha do Tocantins",2025-06-22,0.4519864320755
17,1720101,"São Bento do Tocantins",2025-06-22,0.419008880853653
17,1720150,"São Félix do Tocantins",2025-06-22,0.000214473606320098
17,1720200,"São Miguel do Tocantins",2025-06-22,0.330055624246597
17,1720259,"São Salvador do Tocantins",2025-06-22,0
17,1720309,"São Sebastião do Tocantins",2025-06-22,0.391150146722794
17,1720499,"São Valério",2025-06-22,0
17,1720655,"Silvanópolis",2025-06-22,0
17,1720804,"Sítio Novo do Tocantins",2025-06-22,0.429218232631683
17,1720853,"Sucupira",2025-06-22,0
17,1720903,"Taguatinga",2025-06-22,0
17,1720937,"Taipas do Tocantins",2025-06-22,0
17,1720978,"Talismã",2025-06-22,0
17,1721000,"Palmas",2025-06-22,0.0084444722160697
17,1721109,"Tocantínia",2025-06-22,0.00278876186348498
17,1721208,"Tocantinópolis",2025-06-22,0.537432909011841
17,1721257,"Tupirama",2025-06-22,0.266309469938278
17,1721307,"Tupiratins",2025-06-22,1.0751656293869
17,1722081,"Wanderlândia",2025-06-22,0.703317403793335
17,1722107,"Xambioá",2025-06-22,0.592333555221558
21,2100055,"Açailândia",2025-06-22,0.540268301963806
21,2100105,"Afonso Cunha",2025-06-22,0.43784511089325
21,2100154,"Água Doce do Maranhão",2025-06-22,1.20215570926666
21,2100204,"Alcântara",2025-06-22,4.85710096359253
21,2100303,"Aldeias Altas",2025-06-22,0.0832618474960327
21,2100402,"Altamira do Maranhão",2025-06-22,1.36614429950714
21,2100436,"Alto Alegre do Maranhão",2025-06-22,0.0330594554543495
21,2100477,"Alto Alegre do Pindaré",2025-06-22,3.5745210647583
21,2100501,"Alto Parnaíba",2025-06-22,0.241366475820541
21,2100550,"Amapá do Maranhão",2025-06-22,13.2122917175293
21,2100600,"Amarante do Maranhão",2025-06-22,0.923747956752777
21,2100709,"Anajatuba",2025-06-22,0.318476259708405
21,2100808,"Anapurus",2025-06-22,3.946209192276
21,2100832,"Apicum-Açu",2025-06-22,1.76177144050598
21,2100873,"Araguanã",2025-06-22,1.62786614894867
21,2100907,"Araioses",2025-06-22,0.595685660839081
21,2100956,"Arame",2025-06-22,0.517881274223328
21,2101004,"Arari",2025-06-22,0.47710332274437
21,2101103,"Axixá",2025-06-22,0.645561218261719
